LBE,CONGRESSIONAL_DISTRICT_CODE,LEGISLATIVE_DISTRICT_CODE,PRECINCT,PARTY,POLLS,EARLY_VOING,ABSENTEE,PROVISIONAL,ELIGIBLE_VOTERS
Harford,01,34B,003-010,LIBERTARIAN,5,2,4,1,27
Harford,01,34B,003-010,OTHER PARTIES,5,2,1,0,24
Harford,01,34B,003-010,REPUBLICAN,444,246,146,13,1336
Harford,01,34B,003-010,UNAFFILIATED,148,60,52,5,660
Harford,01,34B,003-010,WORKING CLASS PARTY,0,0,1,0,6
Harford,01,34B,003-011,DEMOCRATIC,186,77,93,8,595
Harford,01,34B,003-011,GREEN,0,0,0,0,2
Harford,01,34B,003-011,LIBERTARIAN,2,0,0,0,7
Harford,01,34B,003-011,OTHER PARTIES,1,1,0,0,8
Harford,01,34B,003-011,REPUBLICAN,382,157,55,6,922
Harford,01,34B,003-011,UNAFFILIATED,118,32,41,6,427
Harford,01,34B,003-011,WORKING CLASS PARTY,0,0,0,0,2
Harford,01,34B,003-012,DEMOCRATIC,202,103,130,5,718
Harford,01,34B,003-012,GREEN,2,0,0,0,5
Harford,01,34B,003-012,LIBERTARIAN,4,0,1,0,21
Harford,01,34B,003-012,OTHER PARTIES,5,1,0,0,16
Harford,01,34B,003-012,REPUBLICAN,379,146,69,4,959
Harford,01,34B,003-012,UNAFFILIATED,143,38,47,4,554
Harford,01,34B,003-012,WORKING CLASS PARTY,1,0,0,0,1
Harford,01,35A,003-013,DEMOCRATIC,212,108,113,6,668
Harford,01,35A,003-013,GREEN,1,0,1,0,5
Harford,01,35A,003-013,LIBERTARIAN,5,0,1,0,15
Harford,01,35A,003-013,OTHER PARTIES,5,2,2,0,19
Harford,01,35A,003-013,REPUBLICAN,570,178,74,14,1215
Harford,01,35A,003-013,UNAFFILIATED,143,37,60,2,533
Harford,01,35A,003-013,WORKING CLASS PARTY,0,0,0,0,1
Harford,01,07B,003-014,DEMOCRATIC,196,131,177,9,821
Harford,01,07B,003-014,GREEN,0,0,1,0,4
Harford,01,07B,003-014,LIBERTARIAN,10,0,1,0,16
Harford,01,07B,003-014,OTHER PARTIES,4,0,2,0,20
Harford,01,07B,003-014,REPUBLICAN,466,247,103,18,1338
Harford,01,07B,003-014,UNAFFILIATED,170,43,66,13,674
Harford,01,07B,003-014,WORKING CLASS PARTY,0,0,0,0,1
Harford,01,34B,003-016,DEMOCRATIC,218,115,186,3,779
Harford,01,34B,003-016,GREEN,0,0,0,0,4
Harford,01,34B,003-016,LIBERTARIAN,1,1,0,0,4
Harford,01,34B,003-016,OTHER PARTIES,3,1,1,0,13
Harford,01,34B,003-016,REPUBLICAN,384,208,138,7,1126
Harford,01,34B,003-016,UNAFFILIATED,114,50,55,2,496
Harford,01,34B,003-016,WORKING CLASS PARTY,0,0,0,0,0
Harford,01,34B,003-017,DEMOCRATIC,201,155,164,12,771
Harford,01,34B,003-017,GREEN,1,0,0,0,3
Harford,01,34B,003-017,LIBERTARIAN,5,0,0,0,10
Harford,01,34B,003-017,OTHER PARTIES,8,6,1,0,21
Harford,01,34B,003-017,REPUBLICAN,442,234,105,4,1144
Harford,01,34B,003-017,UNAFFILIATED,148,54,44,4,494
Harford,01,34B,003-017,WORKING CLASS PARTY,0,0,0,0,0
Harford,01,35A,003-019,DEMOCRATIC,462,253,317,23,1698
Harford,01,35A,003-019,GREEN,1,1,1,0,5
Harford,01,35A,003-019,LIBERTARIAN,7,3,5,2,34
Harford,01,35A,003-019,OTHER PARTIES,8,6,2,0,41
Harford,01,35A,003-019,REPUBLICAN,1171,435,201,22,2877
Harford,01,35A,003-019,UNAFFILIATED,316,89,130,11,1274
Harford,01,35A,003-019,WORKING CLASS PARTY,0,0,0,0,3
Harford,01,35A,003-020,DEMOCRATIC,173,90,127,4,631
Harford,01,35A,003-020,GREEN,0,2,1,0,5
Harford,01,35A,003-020,LIBERTARIAN,7,1,0,1,13
Harford,01,35A,003-020,OTHER PARTIES,2,3,2,0,13
Harford,01,35A,003-020,REPUBLICAN,579,251,98,8,1350
Harford,01,35A,003-020,UNAFFILIATED,154,54,57,1,567
Harford,01,35A,003-020,WORKING CLASS PARTY,0,0,1,0,2
Harford,01,35A,003-021,DEMOCRATIC,263,117,165,7,900
Harford,01,35A,003-021,GREEN,0,0,0,0,0
Harford,01,35A,003-021,LIBERTARIAN,12,2,1,0,31
Harford,01,35A,003-021,OTHER PARTIES,8,0,3,0,24
Harford,01,35A,003-021,REPUBLICAN,629,178,95,11,1451
Harford,01,35A,003-021,UNAFFILIATED,187,51,51,12,683
Harford,01,35A,003-021,WORKING CLASS PARTY,1,0,1,0,3
Harford,01,35A,003-022,DEMOCRATIC,261,103,158,13,921
Harford,01,35A,003-022,GREEN,0,0,0,0,1
Harford,01,35A,003-022,LIBERTARIAN,7,2,0,1,25
Harford,01,35A,003-022,OTHER PARTIES,3,0,0,0,13
Harford,01,35A,003-022,REPUBLICAN,789,187,88,16,1787
Harford,01,35A,003-022,UNAFFILIATED,213,61,58,8,808
Harford,01,35A,003-022,WORKING CLASS PARTY,1,0,0,0,4
Harford,01,35A,003-024,DEMOCRATIC,188,95,141,3,725
Harford,01,35A,003-024,GREEN,0,0,0,0,2
Harford,01,35A,003-024,LIBERTARIAN,7,0,0,0,15
Harford,01,35A,003-024,OTHER PARTIES,4,3,0,0,17
Harford,01,35A,003-024,REPUBLICAN,653,229,123,15,1575
Harford,01,35A,003-024,UNAFFILIATED,149,48,58,2,574
Harford,01,35A,003-024,WORKING CLASS PARTY,0,0,1,0,1
Harford,01,35A,003-027,DEMOCRATIC,46,27,38,6,172
Harford,01,35A,003-027,GREEN,0,0,0,0,0
Harford,01,35A,003-027,LIBERTARIAN,2,0,0,0,8
Harford,01,35A,003-027,OTHER PARTIES,2,2,0,0,5
Harford,01,35A,003-027,REPUBLICAN,126,40,20,5,290
Harford,01,35A,003-027,UNAFFILIATED,39,12,14,4,123
Harford,01,35A,003-027,WORKING CLASS PARTY,0,1,0,0,1
Harford,01,07B,004-001,DEMOCRATIC,178,159,138,8,693
Harford,01,07B,004-001,GREEN,1,0,1,0,4
Harford,01,07B,004-001,LIBERTARIAN,6,2,1,0,14
Harford,01,07B,004-001,OTHER PARTIES,9,2,1,0,30
Harford,01,07B,004-001,REPUBLICAN,610,348,129,11,1612
Harford,01,07B,004-001,UNAFFILIATED,138,78,44,2,527
Harford,01,07B,004-001,WORKING CLASS PARTY,0,0,0,0,2
Harford,01,07B,004-002,DEMOCRATIC,290,131,220,5,950
Harford,01,07B,004-002,GREEN,1,0,1,0,3
Harford,01,07B,004-002,LIBERTARIAN,8,4,1,0,18
Harford,01,07B,004-002,OTHER PARTIES,14,3,1,0,35
Harford,01,07B,004-002,REPUBLICAN,949,337,163,15,2129
Harford,01,07B,004-002,UNAFFILIATED,218,60,85,4,698
Harford,01,07B,004-002,WORKING CLASS PARTY,2,0,0,0,2
Harford,01,07B,004-003,DEMOCRATIC,137,54,108,2,474
Harford,01,07B,004-003,GREEN,0,0,0,0,2
Harford,01,07B,004-003,LIBERTARIAN,8,1,1,0,18
Harford,01,07B,004-003,OTHER PARTIES,10,0,0,1,20
Harford,01,07B,004-003,REPUBLICAN,839,181,74,16,1565
Harford,01,07B,004-003,UNAFFILIATED,156,40,34,3,483
Harford,01,07B,004-003,WORKING CLASS PARTY,0,0,0,0,0
Harford,01,35A,004-004,DEMOCRATIC,178,102,101,3,612
Harford,01,35A,004-004,GREEN,0,0,0,0,2
Harford,01,35A,004-004,LIBERTARIAN,7,4,0,0,17
Harford,01,35A,004-004,OTHER PARTIES,4,6,2,0,18
Harford,01,35A,004-004,REPUBLICAN,815,338,108,18,1837
Harford,01,35A,004-004,UNAFFILIATED,154,61,38,3,564
Harford,01,35A,004-004,WORKING CLASS PARTY,1,0,1,0,4
Harford,01,35A,004-005,DEMOCRATIC,59,41,33,1,181
Harford,01,35A,004-005,GREEN,3,0,0,0,4
Harford,01,35A,004-005,LIBERTARIAN,1,0,0,0,2
Harford,01,35A,004-005,OTHER PARTIES,0,1,0,0,2
Harford,01,35A,004-005,REPUBLICAN,164,70,18,0,369
Harford,01,35A,004-005,UNAFFILIATED,32,12,16,1,121
Harford,01,35A,004-005,WORKING CLASS PARTY,0,0,0,0,0
Harford,01,07B,004-006,DEMOCRATIC,112,93,108,2,475
Harford,01,07B,004-006,GREEN,0,0,0,0,0
Harford,01,07B,004-006,LIBERTARIAN,3,2,1,1,7
Harford,01,07B,004-006,OTHER PARTIES,5,4,1,0,17
Harford,01,07B,004-006,REPUBLICAN,482,255,70,16,1186
Harford,01,07B,004-006,UNAFFILIATED,109,43,44,7,390
Harford,01,07B,004-006,WORKING CLASS PARTY,0,0,1,0,3
Harford,01,35A,004-007,DEMOCRATIC,112,89,104,2,496
Harford,01,35A,004-007,GREEN,1,2,0,0,4
Harford,01,35A,004-007,LIBERTARIAN,3,1,1,1,10
Harford,01,35A,004-007,OTHER PARTIES,4,3,1,0,11
Harford,01,35A,004-007,REPUBLICAN,459,243,72,7,1126
Harford,01,35A,004-007,UNAFFILIATED,104,36,37,3,402
Harford,01,35A,004-007,WORKING CLASS PARTY,0,0,0,0,1
Harford,01,35A,005-001,DEMOCRATIC,178,47,92,10,543
Harford,01,35A,005-001,GREEN,0,0,0,0,2
Harford,01,35A,005-001,LIBERTARIAN,5,1,0,0,15
Harford,01,35A,005-001,OTHER PARTIES,9,0,0,0,28
Harford,01,35A,005-001,REPUBLICAN,812,123,49,11,1538
Harford,01,35A,005-001,UNAFFILIATED,161,9,27,2,496
Harford,01,35A,005-001,WORKING CLASS PARTY,0,0,0,0,2
Harford,01,35A,005-002,DEMOCRATIC,172,54,85,6,484
Harford,01,35A,005-002,GREEN,0,0,0,0,1
Harford,01,35A,005-002,LIBERTARIAN,2,0,0,0,11
Harford,01,35A,005-002,OTHER PARTIES,5,0,0,0,12
Harford,01,35A,005-002,REPUBLICAN,759,174,64,9,1466
Harford,01,35A,005-002,UNAFFILIATED,133,38,26,6,434
Harford,01,35A,005-002,WORKING CLASS PARTY,1,0,0,0,3
Harford,01,35A,005-003,DEMOCRATIC,172,51,81,4,499
Harford,01,35A,005-003,GREEN,0,0,1,0,1
Harford,01,35A,005-003,LIBERTARIAN,8,0,2,2,20
Harford,01,35A,005-003,OTHER PARTIES,4,1,1,0,16
Harford,01,35A,005-003,REPUBLICAN,839,199,97,7,1748
Harford,01,35A,005-003,UNAFFILIATED,131,32,42,2,488
Harford,01,35A,005-003,WORKING CLASS PARTY,0,0,0,0,1
Harford,01,35A,005-004,DEMOCRATIC,124,32,74,5,354
Harford,01,35A,005-004,GREEN,0,0,0,0,1
Harford,01,35A,005-004,LIBERTARIAN,2,0,0,0,13
Harford,01,35A,005-004,OTHER PARTIES,3,0,1,0,13
Harford,01,35A,005-004,REPUBLICAN,428,60,65,4,885
Harford,01,35A,005-004,UNAFFILIATED,109,13,19,6,318
Harford,01,35A,005-004,WORKING CLASS PARTY,0,0,0,0,2
Harford,01,34A,006-001,DEMOCRATIC,243,129,143,8,910
Harford,01,34A,006-001,GREEN,1,1,0,0,6
Harford,01,34A,006-001,LIBERTARIAN,4,0,0,0,20
Harford,01,34A,006-001,OTHER PARTIES,8,2,1,0,42
Harford,01,34A,006-001,REPUBLICAN,213,85,45,8,574
Harford,01,34A,006-001,UNAFFILIATED,128,39,25,8,511
Harford,01,34A,006-001,WORKING CLASS PARTY,0,0,0,0,1
Harford,01,34A,006-002,DEMOCRATIC,272,160,131,9,897
Harford,01,34A,006-002,GREEN,3,0,1,0,5
Harford,01,34A,006-002,LIBERTARIAN,5,3,0,0,20
Harford,01,34A,006-002,OTHER PARTIES,2,4,1,0,16
Harford,01,34A,006-002,REPUBLICAN,372,145,64,9,918
Harford,01,34A,006-002,UNAFFILIATED,176,56,41,5,627
Harford,01,34A,006-002,WORKING CLASS PARTY,0,0,1,0,4
Harford,01,34A,006-003,DEMOCRATIC,207,135,130,19,909
Harford,01,34A,006-003,GREEN,1,0,0,0,8
Harford,01,34A,006-003,LIBERTARIAN,3,0,0,0,13
Harford,01,34A,006-003,OTHER PARTIES,4,2,1,0,25
Harford,01,34A,006-003,REPUBLICAN,265,106,40,9,677
Harford,01,34A,006-003,UNAFFILIATED,100,43,24,5,500
Harford,01,34A,006-003,WORKING CLASS PARTY,0,0,1,1,7
Harford,01,34A,006-004,DEMOCRATIC,21,6,13,1,86
Harford,01,34A,006-004,GREEN,0,0,0,0,0
Harford,01,34A,006-004,LIBERTARIAN,0,0,0,0,2
Harford,01,34A,006-004,OTHER PARTIES,0,0,0,0,4
Harford,01,34A,006-004,REPUBLICAN,50,18,6,0,124
Harford,01,34A,006-004,UNAFFILIATED,9,0,5,0,44
Harford,01,34A,006-004,WORKING CLASS PARTY,0,0,0,0,0
Harford,01,34A,006-005,DEMOCRATIC,89,51,50,7,313
Harford,01,34A,006-005,GREEN,0,0,0,0,0
Harford,01,34A,006-005,LIBERTARIAN,1,0,0,0,5
Harford,01,34A,006-005,OTHER PARTIES,1,0,0,0,6
Harford,01,34A,006-005,REPUBLICAN,58,25,9,0,205
Harford,01,34A,006-005,UNAFFILIATED,47,13,10,2,179
Harford,01,34A,006-005,WORKING CLASS PARTY,0,0,0,0,1
Harford,01,34A,006-006,DEMOCRATIC,427,361,357,27,1888
Harford,01,34A,006-006,GREEN,1,0,3,0,5
Harford,01,34A,006-006,LIBERTARIAN,4,2,0,0,14
Harford,01,34A,006-006,OTHER PARTIES,11,7,3,0,53
Harford,01,34A,006-006,REPUBLICAN,530,369,179,18,1612
Harford,01,34A,006-006,UNAFFILIATED,280,162,124,13,1149
Harford,01,34A,006-006,WORKING CLASS PARTY,0,0,0,0,4
Harford,,,Unable to Determine,DEMOCRATIC,0,0,0,8,
Harford,,,Unable to Determine,GREEN,0,0,0,0,
Harford,,,Unable to Determine,LIBERTARIAN,0,0,0,0,
Harford,,,Unable to Determine,OTHER PARTIES,0,0,0,0,
Harford,,,Unable to Determine,REPUBLICAN,0,0,0,5,
Harford,,,Unable to Determine,UNAFFILIATED,0,0,0,0,
Harford,,,Unable to Determine,WORKING CLASS PARTY,0,0,0,0,
Howard,03,12A,001-001,DEMOCRATIC,367,120,226,22,1234
Howard,03,12A,001-001,GREEN,1,0,0,0,2
Howard,03,12A,001-001,LIBERTARIAN,3,1,0,0,16
Howard,03,12A,001-001,OTHER PARTIES,8,0,1,1,24
Howard,03,12A,001-001,REPUBLICAN,272,61,55,7,678
Howard,03,12A,001-001,UNAFFILIATED,160,42,64,7,604
Howard,03,12A,001-001,WORKING CLASS PARTY,0,1,1,0,7
Howard,03,12A,001-002,DEMOCRATIC,78,41,45,3,245
Howard,03,12A,001-002,GREEN,0,0,0,0,0
Howard,03,12A,001-002,LIBERTARIAN,1,0,0,0,3
Howard,03,12A,001-002,OTHER PARTIES,2,4,0,0,8
Howard,03,12A,001-002,REPUBLICAN,98,17,3,0,198
Howard,03,12A,001-002,UNAFFILIATED,52,18,12,3,141
Howard,03,12A,001-002,WORKING CLASS PARTY,0,0,0,0,0
Howard,03,13,001-003,DEMOCRATIC,218,59,115,19,668
Howard,03,13,001-003,GREEN,0,0,0,0,1
Howard,03,13,001-003,LIBERTARIAN,1,0,0,0,4
Howard,03,13,001-003,OTHER PARTIES,0,0,0,0,9
Howard,03,13,001-003,REPUBLICAN,133,23,16,4,276
Howard,03,13,001-003,UNAFFILIATED,97,19,31,2,322
Howard,03,13,001-003,WORKING CLASS PARTY,1,1,0,0,2
Howard,03,12A,001-004,DEMOCRATIC,488,212,277,30,1476
Howard,03,12A,001-004,GREEN,1,0,1,0,5
Howard,03,12A,001-004,LIBERTARIAN,6,0,0,0,12
Howard,03,12A,001-004,OTHER PARTIES,8,2,0,0,21
Howard,03,12A,001-004,REPUBLICAN,399,114,93,7,908
Howard,03,12A,001-004,UNAFFILIATED,233,78,88,12,791
Howard,03,12A,001-004,WORKING CLASS PARTY,0,0,0,0,0
Howard,03,12A,001-005,DEMOCRATIC,102,60,57,6,305
Howard,03,12A,001-005,GREEN,0,0,0,0,0
Howard,03,12A,001-005,LIBERTARIAN,0,0,0,0,2
Howard,03,12A,001-005,OTHER PARTIES,1,1,0,1,5
Howard,03,12A,001-005,REPUBLICAN,67,31,22,3,201
Howard,03,12A,001-005,UNAFFILIATED,47,23,30,3,192
Howard,03,12A,001-005,WORKING CLASS PARTY,0,0,0,0,0
Howard,03,13,001-006,DEMOCRATIC,864,277,363,52,3420
Howard,03,13,001-006,GREEN,3,0,1,0,15
Howard,03,13,001-006,LIBERTARIAN,7,0,0,0,27
Howard,03,13,001-006,OTHER PARTIES,12,3,0,0,65
Howard,03,13,001-006,REPUBLICAN,214,49,49,12,763
Howard,03,13,001-006,UNAFFILIATED,294,62,94,17,1517
Howard,03,13,001-006,WORKING CLASS PARTY,1,0,0,0,6
Howard,03,12A,001-007,DEMOCRATIC,266,143,197,23,1081
Howard,03,12A,001-007,GREEN,1,0,0,1,3
Howard,03,12A,001-007,LIBERTARIAN,2,0,1,0,8
Howard,03,12A,001-007,OTHER PARTIES,5,0,1,0,18
Howard,03,12A,001-007,REPUBLICAN,134,42,24,1,394
Howard,03,12A,001-007,UNAFFILIATED,145,46,67,5,587
Howard,03,12A,001-007,WORKING CLASS PARTY,3,0,0,0,3
Howard,03,12A,001-008,DEMOCRATIC,291,70,111,13,939
Howard,03,12A,001-008,GREEN,1,0,1,0,8
Howard,03,12A,001-008,LIBERTARIAN,4,0,0,0,11
Howard,03,12A,001-008,OTHER PARTIES,7,1,0,0,21
Howard,03,12A,001-008,REPUBLICAN,218,34,15,2,496
Howard,03,12A,001-008,UNAFFILIATED,105,28,29,3,446
Howard,03,12A,001-008,WORKING CLASS PARTY,0,0,0,0,1
Howard,03,12A,001-009,DEMOCRATIC,286,98,184,13,926
Howard,03,12A,001-009,GREEN,0,2,1,0,7
Howard,03,12A,001-009,LIBERTARIAN,1,0,1,0,5
Howard,03,12A,001-009,OTHER PARTIES,2,1,0,0,19
Howard,03,12A,001-009,REPUBLICAN,149,29,24,2,362
Howard,03,12A,001-009,UNAFFILIATED,104,30,36,3,463
Howard,03,12A,001-009,WORKING CLASS PARTY,0,0,0,0,1
Howard,03,12A,001-010,DEMOCRATIC,237,105,158,24,895
Howard,03,12A,001-010,GREEN,1,0,0,0,1
Howard,03,12A,001-010,LIBERTARIAN,1,0,3,1,6
Howard,03,12A,001-010,OTHER PARTIES,3,2,1,1,21
Howard,03,12A,001-010,REPUBLICAN,110,48,28,6,328
Howard,03,12A,001-010,UNAFFILIATED,104,32,30,10,395
Howard,03,12A,001-010,WORKING CLASS PARTY,1,0,0,0,2
Howard,03,12A,001-011,DEMOCRATIC,166,63,110,8,506
Howard,03,12A,001-011,GREEN,1,0,0,0,3
Howard,03,12A,001-011,LIBERTARIAN,2,0,0,0,4
Howard,03,12A,001-011,OTHER PARTIES,2,0,1,0,5
Howard,03,12A,001-011,REPUBLICAN,127,17,22,6,256
Howard,03,12A,001-011,UNAFFILIATED,107,28,45,3,328
Howard,03,12A,001-011,WORKING CLASS PARTY,0,0,0,0,0
Howard,03,12A,001-012,DEMOCRATIC,132,59,98,7,445
Howard,03,12A,001-012,GREEN,0,0,0,0,1
Howard,03,12A,001-012,LIBERTARIAN,3,0,0,0,4
Howard,03,12A,001-012,OTHER PARTIES,2,0,0,0,9
Howard,03,12A,001-012,REPUBLICAN,97,32,26,1,249
Howard,03,12A,001-012,UNAFFILIATED,71,36,31,2,299
Howard,03,12A,001-012,WORKING CLASS PARTY,0,0,2,1,2
Howard,03,12A,001-013,DEMOCRATIC,257,74,130,4,766
Howard,03,12A,001-013,GREEN,1,0,0,0,4
Howard,03,12A,001-013,LIBERTARIAN,1,0,1,0,6
Howard,03,12A,001-013,OTHER PARTIES,4,1,0,0,9
Howard,03,12A,001-013,REPUBLICAN,208,44,32,4,458
Howard,03,12A,001-013,UNAFFILIATED,107,21,31,5,372
Howard,03,12A,001-013,WORKING CLASS PARTY,0,0,0,0,1
Howard,03,12A,001-014,DEMOCRATIC,210,117,242,9,854
Howard,03,12A,001-014,GREEN,0,0,1,0,2
Howard,03,12A,001-014,LIBERTARIAN,0,1,1,0,3
Howard,03,12A,001-014,OTHER PARTIES,0,2,1,0,9
Howard,03,12A,001-014,REPUBLICAN,259,70,51,6,542
Howard,03,12A,001-014,UNAFFILIATED,161,27,65,2,462
Howard,03,12A,001-014,WORKING CLASS PARTY,0,0,0,0,1
Howard,03,13,001-015,DEMOCRATIC,113,43,43,2,446
Howard,03,13,001-015,GREEN,0,0,0,0,1
Howard,03,13,001-015,LIBERTARIAN,5,0,0,0,7
Howard,03,13,001-015,OTHER PARTIES,6,0,0,0,15
Howard,03,13,001-015,REPUBLICAN,37,13,4,1,120
Howard,03,13,001-015,UNAFFILIATED,41,7,19,3,188
Howard,03,13,001-015,WORKING CLASS PARTY,1,0,0,0,1
Howard,03,12A,001-016,DEMOCRATIC,100,28,39,12,325
Howard,03,12A,001-016,GREEN,1,0,0,0,2
Howard,03,12A,001-016,LIBERTARIAN,0,0,1,0,4
Howard,03,12A,001-016,OTHER PARTIES,2,0,0,0,7
Howard,03,12A,001-016,REPUBLICAN,85,6,4,5,182
Howard,03,12A,001-016,UNAFFILIATED,65,12,12,4,230
Howard,03,12A,001-016,WORKING CLASS PARTY,0,0,1,0,2
Howard,03,12A,001-017,DEMOCRATIC,128,31,66,9,526
Howard,03,12A,001-017,GREEN,0,0,0,0,2
Howard,03,12A,001-017,LIBERTARIAN,1,0,0,0,3
Howard,03,12A,001-017,OTHER PARTIES,2,0,0,0,8
Howard,03,12A,001-017,REPUBLICAN,34,6,8,2,113
Howard,03,12A,001-017,UNAFFILIATED,41,5,19,0,209
Howard,03,12A,001-017,WORKING CLASS PARTY,0,0,0,0,2
Howard,03,12A,001-018,DEMOCRATIC,212,50,66,12,640
Howard,03,12A,001-018,GREEN,0,0,0,0,1
Howard,03,12A,001-018,LIBERTARIAN,3,0,0,0,7
Howard,03,12A,001-018,OTHER PARTIES,4,2,0,0,20
Howard,03,12A,001-018,REPUBLICAN,104,16,6,2,220
Howard,03,12A,001-018,UNAFFILIATED,66,16,18,1,282
Howard,03,12A,001-018,WORKING CLASS PARTY,0,0,0,0,0
Howard,03,12A,001-019,DEMOCRATIC,4,5,6,1,21
Howard,03,12A,001-019,GREEN,0,0,0,0,1
Howard,03,12A,001-019,LIBERTARIAN,0,0,0,0,0
Howard,03,12A,001-019,OTHER PARTIES,0,0,0,0,0
Howard,03,12A,001-019,REPUBLICAN,6,4,2,0,17
Howard,03,12A,001-019,UNAFFILIATED,4,3,2,0,19
Howard,03,12A,001-019,WORKING CLASS PARTY,0,0,0,0,0
Howard,03,12A,001-020,DEMOCRATIC,66,35,45,3,226
Howard,03,12A,001-020,GREEN,0,0,0,0,0
Howard,03,12A,001-020,LIBERTARIAN,1,0,0,0,2
Howard,03,12A,001-020,OTHER PARTIES,3,2,1,0,8
Howard,03,12A,001-020,REPUBLICAN,72,33,21,1,196
Howard,03,12A,001-020,UNAFFILIATED,26,14,14,0,106
Howard,03,12A,001-020,WORKING CLASS PARTY,0,0,0,0,0
Howard,03,12A,001-021,DEMOCRATIC,298,96,145,13,1134
Howard,03,12A,001-021,GREEN,1,0,0,0,4
Howard,03,12A,001-021,LIBERTARIAN,4,0,0,0,10
Howard,03,12A,001-021,OTHER PARTIES,2,0,0,0,18
Howard,03,12A,001-021,REPUBLICAN,68,11,16,0,225
Howard,03,12A,001-021,UNAFFILIATED,88,15,31,6,429
Howard,03,12A,001-021,WORKING CLASS PARTY,0,0,0,0,2
Howard,03,09B,002-001,DEMOCRATIC,306,160,222,17,1341
Howard,03,09B,002-001,GREEN,0,0,0,0,1
Howard,03,09B,002-001,LIBERTARIAN,2,1,2,1,10
Howard,03,09B,002-001,OTHER PARTIES,9,4,0,0,32
Howard,03,09B,002-001,REPUBLICAN,119,56,46,6,401
Howard,03,09B,002-001,UNAFFILIATED,124,48,63,16,623
Howard,03,09B,002-001,WORKING CLASS PARTY,0,0,0,0,3
Howard,03,09B,002-002,DEMOCRATIC,434,217,268,23,1449
Howard,03,09B,002-002,GREEN,0,0,0,0,8
Howard,03,09B,002-002,LIBERTARIAN,2,0,0,0,7
Howard,03,09B,002-002,OTHER PARTIES,6,3,2,0,30
Howard,03,09B,002-002,REPUBLICAN,222,116,77,5,672
Howard,03,09B,002-002,UNAFFILIATED,224,92,95,10,871
Howard,03,09B,002-002,WORKING CLASS PARTY,0,0,1,0,2
Howard,03,09B,002-003,DEMOCRATIC,354,238,271,16,1438
Howard,03,09B,002-003,GREEN,1,0,0,0,2
Howard,03,09B,002-003,LIBERTARIAN,1,1,1,0,9
Howard,03,09B,002-003,OTHER PARTIES,9,3,2,1,23
Howard,03,09B,002-003,REPUBLICAN,238,132,58,5,666
Howard,03,09B,002-003,UNAFFILIATED,190,78,91,9,731
Howard,03,09B,002-003,WORKING CLASS PARTY,0,0,0,0,1
Howard,03,12A,002-004,DEMOCRATIC,236,130,177,10,969
Howard,03,12A,002-004,GREEN,1,0,0,0,2
Howard,03,12A,002-004,LIBERTARIAN,1,1,1,0,4
Howard,03,12A,002-004,OTHER PARTIES,2,2,1,0,22
Howard,03,12A,002-004,REPUBLICAN,130,68,41,5,392
Howard,03,12A,002-004,UNAFFILIATED,126,50,51,1,490
Howard,03,12A,002-004,WORKING CLASS PARTY,1,0,0,0,3
Howard,03,09B,002-005,DEMOCRATIC,136,72,109,6,432
Howard,03,09B,002-005,GREEN,0,0,0,0,0
Howard,03,09B,002-005,LIBERTARIAN,0,0,0,0,2
Howard,03,09B,002-005,OTHER PARTIES,4,0,0,0,8
Howard,03,09B,002-005,REPUBLICAN,105,26,21,1,223
Howard,03,09B,002-005,UNAFFILIATED,74,21,28,4,234
Howard,03,09B,002-005,WORKING CLASS PARTY,0,0,0,0,0
Howard,03,09A,002-006,DEMOCRATIC,279,102,136,26,802
Howard,03,09A,002-006,GREEN,0,0,0,0,4
Howard,03,09A,002-006,LIBERTARIAN,0,0,3,0,5
Howard,03,09A,002-006,OTHER PARTIES,6,1,1,0,26
Howard,03,09A,002-006,REPUBLICAN,175,42,37,11,397
Howard,03,09A,002-006,UNAFFILIATED,131,31,44,7,409
Howard,03,09A,002-006,WORKING CLASS PARTY,0,0,0,0,0
Howard,03,09A,002-007,DEMOCRATIC,246,116,190,15,827
Howard,03,09A,002-007,GREEN,0,0,1,0,5
Howard,03,09A,002-007,LIBERTARIAN,0,0,1,1,4
Howard,03,09A,002-007,OTHER PARTIES,0,1,1,0,7
Howard,03,09A,002-007,REPUBLICAN,259,70,64,3,571
Howard,03,09A,002-007,UNAFFILIATED,138,39,50,10,424
Howard,03,09A,002-007,WORKING CLASS PARTY,0,0,0,0,1
Howard,03,09A,002-008,DEMOCRATIC,379,165,235,15,1292
Howard,03,09A,002-008,GREEN,0,0,0,0,1
Howard,03,09A,002-008,LIBERTARIAN,2,0,1,0,11
Howard,03,09A,002-008,OTHER PARTIES,6,2,1,0,24
Howard,03,09A,002-008,REPUBLICAN,255,101,79,7,688
Howard,03,09A,002-008,UNAFFILIATED,219,61,72,8,702
Howard,03,09A,002-008,WORKING CLASS PARTY,0,0,0,0,0
Howard,03,09B,002-009,DEMOCRATIC,333,179,347,18,1838
Howard,03,09B,002-009,GREEN,1,1,0,0,8
Howard,03,09B,002-009,LIBERTARIAN,3,0,1,0,13
Howard,03,09B,002-009,OTHER PARTIES,5,3,3,0,43
Howard,03,09B,002-009,REPUBLICAN,127,57,89,5,555
Howard,03,09B,002-009,UNAFFILIATED,138,46,96,9,829
Howard,03,09B,002-009,WORKING CLASS PARTY,1,0,0,0,4
Howard,03,09B,002-010,DEMOCRATIC,252,84,135,16,738
